; Lipid templates:
;   Each prototopologie/template block defines a named class of lipids with [ name ]
;     Where the first three lines are x,y,z coordinates for all the beads in the template
;     followed by a list of lipids. 
;   Each lipid line contains a lipid name, lipid charge and string with lipid bead names
;   The lipid names are <FF>.<lipid name> and can be specified directly e.g. -l M3.POPC 
;     or if not specified e.g. -l POPC the FF in -ff is used (default M3 for Martini 3) giving M3.POPC 
;   Charge is best guess to help with counterion placement but should always be checked or total 
;     charge adjusted as needed for current force field used. 
;


[ diacylglycerol ]
;
; PROTOLIPID (diacylglycerol), 18 beads
;
; 1-3-4-6-7--9-10-11-12-13-14
;  \| |/  |
;   2 5   8-15-16-17-18-19-20
;
           0  .5   0   0  .5   0   0  .5   0   0   0   0   0   0   1   1   1   1   1   1
           0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
          10   9   9   8   8   7   6   6   5   4   3   2   1   0   5   4   3   2   1   0
;          1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20
; Martini 3 types
M3.DUPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A C3A  -   -   -  C1B C2B C3B  -   -   - 
M3.DMPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A C3A  -   -   -  C1B C2B C3B  -   -   - 
M3.DPPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.DSPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.DKPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A C3A C4A C5A  -  C1B C2B C3B C4B C5B  - 
M3.DBPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A C3A C4A C5A  -  C1B C2B C3B C4B C5B  - 
M3.POPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.SOPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.PLPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A D2A D3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.DOPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B D2B C3B C4B  -   - 
M3.PAPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A D2A D3A D4A C5A  -  C1B C2B C3B C4B  -   - 
M3.PDPC   0   -   -   -  NC3  -  PO4 GL1 GL2 D1A D2A D3A D4A D5A  -  C1B C2B C3B C4B  -   - 
M3.SDPC   0   -   -   -  NC3  -  PO4 GL1 GL2 D1A D2A D3A D4A D5A  -  C1B C2B C3B C4B  -   - 
M3.DLPE   0   -   -   -  NH3  -  PO4 GL1 GL2 C1A D2A D3A C4A  -   -  C1B D2B D3B C4B  -   - 
M3.DUPE   0   -   -   -  NH3  -  PO4 GL1 GL2 C1A C2A C3A  -   -   -  C1B C2B C3B  -   -   - 
M3.DMPE   0   -   -   -  NH3  -  PO4 GL1 GL2 C1A C2A C3A  -   -   -  C1B C2B C3B  -   -   - 
M3.POPE   0   -   -   -  NH3  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.SOPE   0   -   -   -  NH3  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.PAPE   0   -   -   -  NH3  -  PO4 GL1 GL2 C1A D2A D3A D4A C5A  -  C1B C2B C3B C4B  -   - 
M3.DUPG  -1   -   -   -  GL0  -  PO4 GL1 GL2 C1A C2A C3A  -   -   -  C1B C2B C3B  -   -   - 
M3.DMPG  -1   -   -   -  GL0  -  PO4 GL1 GL2 C1A C2A C3A  -   -   -  C1B C2B C3B  -   -   - 
M3.DPPG  -1   -   -   -  GL0  -  PO4 GL1 GL2 C1A C2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.DSPG  -1   -   -   -  GL0  -  PO4 GL1 GL2 C1A C2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.POPG  -1   -   -   -  GL0  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.SOPG  -1   -   -   -  GL0  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.DOPG  -1   -   -   -  GL0  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B D2B C3B C4B  -   - 
M3.POPS  -1   -   -   -  CNO  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.DOPS  -1   -   -   -  CNO  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B D2B C3B C4B  -   - 
M3.PAPS  -1   -   -   -  CNO  -  PO4 GL1 GL2 C1A D2A D3A D4A C5A  -  C1B C2B C3B C4B  -   - 
M3.POPA  -1   -   -   -   -   -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.PSM    0   -   -   -  NC3  -  PO4 OH1 AM2 T1A C2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.SSM    0   -   -   -  NC3  -  PO4 OH1 AM2 T1A C2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M3.ASM    0   -   -   -  NC3  -  PO4 OH1 AM2 T1A C2A C3A C4A  -   -  C1B C2B C3B C4B C5B  - 
M3.BSM    0   -   -   -  NC3  -  PO4 OH1 AM2 T1A C2A C3A C4A  -   -  C1B C2B C3B C4B C5B  - 
M3.LSM    0   -   -   -  NC3  -  PO4 OH1 AM2 T1A C2A C3A C4A  -   -  C1B C2B C3B C4B C5B C6B
M3.OSM    0   -   -   -  NC3  -  PO4 OH1 AM2 T1A C2A C3A C4A  -   -  C1B D2B C3B C4B  -   - 
M3.NSM    0   -   -   -  NC3  -  PO4 OH1 AM2 T1A C2A C3A C4A  -   -  C1B C2B C3B D4B C5B C6B
;   Diglyceride
M3.DODG   0   -   -   -   -   -  COH GL1 GL2 C1A D2A C3A C4A  -   -  C1B D2B C3B C4B  -   - 
;   Other alt. use lipids, e.g. POPX is same as POPC 
M3.POPX   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
; Martini 2 types
M2.DTPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A  -   -   -   -  C1B C2B  -   -   -   - 
M2.DLPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A C3A  -   -   -  C1B C2B C3B  -   -   - 
M2.DPPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M2.DBPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A C3A C4A C5A  -  C1B C2B C3B C4B C5B  - 
M2.POPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M2.DOPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B D2B C3B C4B  -   - 
M2.DAPC   0   -   -   -  NC3  -  PO4 GL1 GL2 D1A D2A D3A D4A C5A  -  D1B D2B D3B D4B C5B  - 
M2.DIPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A D2A D3A C4A  -   -  C1B D2B D3B C4B  -   - 
M2.DGPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A D3A C4A C5A  -  C1B C2B D3B C4B C5B  - 
M2.DNPC   0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A C3A D4A C5A C6A C1B C2B C3B D4B C5B C6B
M2.DTPE   0   -   -   -  NH3  -  PO4 GL1 GL2 C1A C2A  -   -   -   -  C1B C2B  -   -   -   - 
M2.DLPE   0   -   -   -  NH3  -  PO4 GL1 GL2 C1A C2A C3A  -   -   -  C1B C2B C3B  -   -   - 
M2.DPPE   0   -   -   -  NH3  -  PO4 GL1 GL2 C1A C2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M2.DBPE   0   -   -   -  NH3  -  PO4 GL1 GL2 C1A C2A C3A C4A C5A  -  C1B C2B C3B C4B C5B  - 
M2.POPE   0   -   -   -  NH3  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M2.DOPE   0   -   -   -  NH3  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B D2B C3B C4B  -   - 
M2.POPG  -1   -   -   -  GL0  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M2.DOPG  -1   -   -   -  GL0  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B D2B C3B C4B  -   - 
M2.POPS  -1   -   -   -  CNO  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B C2B C3B C4B  -   - 
M2.DOPS  -1   -   -   -  CNO  -  PO4 GL1 GL2 C1A D2A C3A C4A  -   -  C1B D2B C3B C4B  -   - 
M2.DPSM   0   -   -   -  NC3  -  PO4 AM1 AM2 T1A C2A C3A  -   -   -  C1B C2B C3B C4B  -   - 
M2.DBSM   0   -   -   -  NC3  -  PO4 AM1 AM2 T1A C2A C3A C4A  -   -  C1B C2B C3B C4B C5B  - 
M2.BNSM   0   -   -   -  NC3  -  PO4 AM1 AM2 T1A C2A C3A C4A  -   -  C1B C2B C3B C4B C5B C6B
;   PG for thylakoid membrane
M2.OPPG  -1   -   -   -  GL0  -  PO4 GL1 GL2 C1A C2A C3A C4A  -   -  C1B D2B C3B C4B  -   - 
;   PG for thylakoid membrane of spinach, PPT with a trans-unsaturated bond at sn1 and a 
;   triple-unsaturated bond at sn2 and PPG with a transunsaturated bond at sn1 and a 
;   palmitoyl tail at sn2
M2.JPPG  -1   -   -   -  GL0  -  PO4 GL1 GL2 C1A C2A C3A C4A  -   -  D1B C2B C3B C4B  -   - 
M2.JFPG  -1   -   -   -  GL0  -  PO4 GL1 GL2 C1A D2A D3A D4A  -   -  D1B C2B C3B C4B  -   - 
;   Monoacylglycerol
M2.GMO    0   -   -   -   -   -   -  GL1 GL2 C1A C2A D3A C4A C5A  -   -   -   -   -   -   - 
; Templates using the old Martini 2 lipid names and definitions
M2o.DHPC  0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A  -   -   -   -  C1B C2B  -   -   -   - 
M2o.DMPC  0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A C3A  -   -   -  C1B C2B C3B  -   -   - 
M2o.DSPC  0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A C3A C4A C5A  -  C1B C2B C3B C4B C5B  - 
M2o.POPC  0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A C3A C4A  -   -  C1B C2B D3B C4B C5B  - 
M2o.DOPC  0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A D3A C4A C5A  -  C1B C2B D3B C4B C5B  - 
M2o.DUPC  0   -   -   -  NC3  -  PO4 GL1 GL2 C1A D2A D3A C4A  -   -  C1B D2B D3B C4B  -   - 
M2o.DEPC  0   -   -   -  NC3  -  PO4 GL1 GL2 C1A C2A C3A D4A C5A C6A C1B C2B C3B D4B C5B C6B
M2o.DHPE  0   -   -   -  NH3  -  PO4 GL1 GL2 C1A C2A  -   -   -   -  C1B C2B  -   -   -   - 
M2o.DLPE  0   -   -   -  NH3  -  PO4 GL1 GL2 C1A C2A C3A  -   -   -  C1B C2B C3B  -   -   - 
M2o.DMPE  0   -   -   -  NH3  -  PO4 GL1 GL2 C1A C2A C3A  -   -   -  C1B C2B C3B  -   -   - 
M2o.DSPE  0   -   -   -  NH3  -  PO4 GL1 GL2 C1A C2A C3A C4A C5A  -  C1B C2B C3B C4B C5B  - 
M2o.POPE  0   -   -   -  NH3  -  PO4 GL1 GL2 C1A C2A C3A C4A  -   -  C1B C2B D3B C4B C5B  - 
M2o.DOPE  0   -   -   -  NH3  -  PO4 GL1 GL2 C1A C2A D3A C4A C5A  -  C1B C2B D3B C4B C5B  - 
M2o.PPCS  0   -   -   -  NC3  -  PO4 AM1 AM2 C1A C2A C3A C4A  -   -  D1B C2B C3B C4B  -   - 
M2o.DOPG  0   -   -   -  GL0  -  PO4 GL1 GL2 C1A C2A D3A C4A C5A  -  C1B C2B D3B C4B C5B  - 
M2o.POPG  0   -   -   -  GL0  -  PO4 GL1 GL2 C1A C2A C3A C4A  -   -  C1B C2B D3B C4B C5B  - 
M2o.DOPS  0   -   -   -  CNO  -  PO4 GL1 GL2 C1A C2A D3A C4A C5A  -  C1B C2B D3B C4B C5B  - 
M2o.POPS  0   -   -   -  CNO  -  PO4 GL1 GL2 C1A C2A C3A C4A  -   -  C1B C2B D3B C4B C5B  - 
M2o.CPG   0   -   -   -  GL0  -  PO4 GL1 GL2 C1A C2A C3A C4A  -   -  C1B C2B D3B C4B  -   - 
M2o.PPG   0   -   -   -  GL0  -  PO4 GL1 GL2 C1A C2A C3A C4A  -   -  D1B C2B C3B C4B  -   - 
M2o.PPT   0   -   -   -  GL0  -  PO4 GL1 GL2 C1A D2A D3A D4A  -   -  D1B C2B C3B C4B  -   - 
M2o.DSMG  0   -   -   -  C6   C4 C1  GL1 GL2 C1A C2A C3A C4A C5A  -  C1B C2B C3B C4B C5B  - 
M2o.DSDG  0  C61 C41 C11 C62 C42 C12 GL1 GL2 C1A C2A C3A C4A C5A  -  C1B C2B C3B C4B C5B  - 
M2o.DSSQ -1   -   -   S6 C6   C4 C1  GL1 GL2 C1A C2A C3A C4A C5A  -  C1B C2B C3B C4B C5B  - 


[ inositollipids ]
; Template for phosphatidylinositol type lipids 
;  1 2 3 4, is the inositol 
;  5, is the phosphate that links to the tail part.
;  6 7 8 ,are potential phosphates 
;
;  6
;   \
;  7-2--1-5-9--11-12-13-14-15-16
;    |4/    |
;  8-3/     10-17-18-19-20-21-22
;
         .5   .5    0  .25  0    1  .5   0   0   .5    0    0    0    0    0    0    1    1    1    1    1    1
          0    0    0  .5   0    0   0   0   0    0    0    0    0    0    0    0    0    0    0    0    0    0
          8    9    9  .5   7   10  10  10   6    6    5    4    3    2    1    0    5    4    3    2    1    0
;         1    2    3   4   5    6   7   8    9   10   11   12   13   14   15   16   17   18   19   20   21  22
; Martini 3 types
;   Note, to keep four letter lipids names (two letters tails and two letters headgroup) the following convection is used:
;    PI -> PI - Phosphatidylinositol 
;    P1 -> PI(3)P      - Phosphatidylinositol 3-phosphate
;    P4 -> PI(4)P      - Phosphatidylinositol 4-phosphate
;    P5 -> PI(5)P      - Phosphatidylinositol 5-phosphate
;    P2 -> PI(3,4)P2   - Phosphatidylinositol 3,4-bisphosphate,
;    P7 -> PI(3,5)P2   - Phosphatidylinositol 3,5-bisphosphate
;    P6 -> PI(4,5)P2   - Phosphatidylinositol 4,5-bisphosphate
;    P3 -> PI(3,4,5)P3 - Phosphatidylinositol 3,4,5-trisphosphate
M3.POPI    -1   C1   C2   C3  C4  PO4   -   -   -  GL1  GL2  C1A  D2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B   -    -
M3.SAPI    -1   C1   C2   C3  C4  PO4   -   -   -  GL1  GL2  C1A  D2A  D3A  D4A  C5A   -   C1B  C2B  C3B  C4B   -    -
M3.PLPI    -1   C1   C2   C3  C4  PO4   -   -   -  GL1  GL2  C1A  D2A  D3A  C4A   -    -   C1B  C2B  C3B  C4B   -    -
M3.SDPI    -1   C1   C2   C3  C4  PO4   -   -   -  GL1  GL2  D1A  D2A  D3A  D4A  D5A   -   C1B  C2B  C3B  C4B   -    -
M3.POP1    -3   C1   C2   C3  C4  PO4  P3   -   -  GL1  GL2  C1A  D2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B   -    -
M3.SAP1    -3   C1   C2   C3  C4  PO4  P3   -   -  GL1  GL2  C1A  D2A  D3A  D4A  C5A   -   C1B  C2B  C3B  C4B   -    -
M3.POP4    -3   C1   C2   C3  C4  PO4   -  P4   -  GL1  GL2  C1A  D2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B   -    -
M3.SAP4    -3   C1   C2   C3  C4  PO4   -  P4   -  GL1  GL2  C1A  D2A  D3A  D4A  C5A   -   C1B  C2B  C3B  C4B   -    -
M3.POP5    -3   C1   C2   C3  C4  PO4   -   -  P5  GL1  GL2  C1A  D2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B   -    -
M3.SAP5    -3   C1   C2   C3  C4  PO4   -   -  P5  GL1  GL2  C1A  D2A  D3A  D4A  C5A   -   C1B  C2B  C3B  C4B   -    -
M3.POP2    -4   C1   C2   C3  C4  PO4  P3  P4   -  GL1  GL2  C1A  D2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B   -    -
M3.SAP2    -4   C1   C2   C3  C4  PO4  P3  P4   -  GL1  GL2  C1A  D2A  D3A  D4A  C5A   -   C1B  C2B  C3B  C4B   -    -
M3.POP7    -4   C1   C2   C3  C4  PO4  P3   -  P5  GL1  GL2  C1A  D2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B   -    -
M3.SAP7    -4   C1   C2   C3  C4  PO4  P3   -  P5  GL1  GL2  C1A  D2A  D3A  D4A  C5A   -   C1B  C2B  C3B  C4B   -    -
M3.POP6    -4   C1   C2   C3  C4  PO4   -  P4  P5  GL1  GL2  C1A  D2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B   -    -
M3.SAP6    -4   C1   C2   C3  C4  PO4   -  P4  P5  GL1  GL2  C1A  D2A  D3A  D4A  C5A   -   C1B  C2B  C3B  C4B   -    -
M3.POP3    -5   C1   C2   C3  C4  PO4  P3  P4  P5  GL1  GL2  C1A  D2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B   -    -
M3.SAP3    -5   C1   C2   C3  C4  PO4  P3  P4  P5  GL1  GL2  C1A  D2A  D3A  D4A  C5A   -   C1B  C2B  C3B  C4B   -    -
; Martini 2 types:
M2.OPI     -1   C1   C2   C3   -  PO4   -   -   -  GL1  GL2   -    -    -    -    -    -   C1B  D2B  C3B  C4B   -    - 
M2.PPI     -1   C1   C2   C3   -  PO4   -   -   -  GL1  GL2   -    -    -    -    -    -   C1B  C2B  C3B  C4B   -    - 
M2.DLPI    -1   C1   C2   C3   -  PO4   -   -   -  GL1  GL2  C1A  C2A  C3A   -    -    -   C1B  C2B  C3B   -    -    - 
M2.DPPI    -1   C1   C2   C3   -  PO4   -   -   -  GL1  GL2  C1A  C2A  C3A  C4A   -    -   C1B  C2B  C3B  C4B   -    - 
M2.DOPI    -1   C1   C2   C3   -  PO4   -   -   -  GL1  GL2  C1A  D2A  C3A  C4A   -    -   C1B  D2B  C3B  C4B   -    - 
M2.TPPI    -1   C1   C2   C3   -  PO4   -   -   -  GL1  GL2  C1A  C2A  C3A  C4A   -    -   C1B  C2B   -    -    -    - 
M2.LPPI    -1   C1   C2   C3   -  PO4   -   -   -  GL1  GL2  C1A  C2A  C3A  C4A   -    -   C1B  C2B  C3B   -    -    - 
M2.LOPI    -1   C1   C2   C3   -  PO4   -   -   -  GL1  GL2  C1A  D2A  C3A  C4A   -    -   C1B  C2B  C3B   -    -    - 
M2.YPPI    -1   C1   C2   C3   -  PO4   -   -   -  GL1  GL2  C1A  C2A  C3A  C4A   -    -   C1B  D2B  C3B   -    -    - 
